Target,Direction,Trials,Success Rate,Reaction Time (s),Movement Time (s),Endpoint Error,Max Speed,Path Efficiency
0,90°,28,0.7142857142857143,12.897499999999999,2.846845535714286,0.5948008031368002,0.8166798522069654,1.4624703916066841
1,45°,14,1.0,0.35695471428571424,1.9102556428571429,0.6179934720229981,0.7695521557001247,1.9908589096096654
2,0°,16,0.875,0.2842650625,2.2861329375,0.6332783946927535,0.802348970945457,1.780324880211858
3,-45°,13,1.0,0.4813367692307692,1.7848557692307696,0.6162423625090382,0.633275171065904,2.102058976862703
4,-90°,18,0.9444444444444444,18.01914683333333,2.2986947777777775,0.6131057335618775,0.7156381310696677,1.8441791462977954
5,-135°,15,1.0,0.5845748,1.7263216000000001,0.6161158195042621,0.8102581227758859,2.231970927677725
6,180°,19,0.9473684210526315,6.157999210526316,1.8854650000000002,0.7160907065831857,0.8959506104868084,1.951683858594715
7,135°,17,0.9411764705882353,1.7029452352941177,2.2975573529411766,0.6363980799349714,0.8616811377958784,22.56388469656075
